Timestamp;wind_speed;wind_direction;air_temperature;global_radiation;controlpump;t_int_pu600;t_ext_pu600;u_rv660;u_rv640;u_rv600;volume.pu600;;;
13.08.2024 12:20;0.08000000;170.00000000;35.22598648;47.70000000;1;46.36460876;47.71892548;0;0;0;5.32326889;;;
13.08.2024 12:30;0.08000000;150.00000000;35.75126648;43.33333300;1;47.30111313;48.60782623;0;0;0;5.39363337;;;
13.08.2024 12:40;0.08000000;160.00000000;35.69200516;36.80000000;0;48.31869125;49.57298279;0;0;0;2.48374104;;;
13.08.2024 12:50;0.76418674;180.00000000;35.26786423;32.86666700;0;48.20052719;49.21565628;0;0;0;0.00000000;;;
13.08.2024 13:00;0.36826575;190.00000000;34.78329086;32.86666700;0;47.81558228;48.75248337;0;0;0;0.00000000;;;
13.08.2024 13:10;0.14463913;220.00000000;35.42885590;32.96666700;0;47.38427353;48.39382172;0;0;0;0.00000000;;;
13.08.2024 13:20;0.07088500;230.00000000;36.24545288;32.53333300;0;46.93007278;47.92300415;0;0;0;0.00000000;;;
13.08.2024 13:30;0.08000000;120.00000000;37.24374771;31.73333300;0;46.49322510;47.47799301;0;0;0;0.00000000;;;
13.08.2024 13:40;0.08000000;170.00000000;37.71290970;28.06666700;0;46.04585266;47.09435272;0;0;0;0.00000000;;;
13.08.2024 13:50;0.39119911;110.00000000;37.37419891;27.50000000;0;45.61307907;46.72364807;0;0;0;0.00000000;;;
13.08.2024 14:00;0.50495887;160.00000000;36.65136337;24.33333300;0;45.19356155;46.40662384;0;0;0;0.00000000;;;
13.08.2024 14:10;1.00161767;200.00000000;35.84172058;29.66666700;0;44.78060913;46.18345261;0;0;0;0.00000000;;;
13.08.2024 14:20;0.13293032;190.00000000;35.93035126;37.13333300;0;44.35908508;45.89407730;0;0;0;0.00000000;;;
13.08.2024 14:30;0.39343140;150.00000000;37.94024277;40.10000000;0;43.97707748;45.64538956;0;0;0;0.00000000;;;
13.08.2024 14:40;0.42545745;140.00000000;37.54364014;34.30000000;0;43.57993698;45.27999115;0;0;0;0.00000000;;;
13.08.2024 14:50;0.12001876;160.00000000;38.17992401;29.90000000;0;43.19732285;45.05802155;0;0;0;0.00000000;;;
13.08.2024 15:00;;;;27.26666700;;42.964061737060547;44.879997253417969;0.000000000000;;;;;;
13.08.2024 15:10;;;;;;;;;;;;;;
13.08.2024 15:20;;;;;;;;;;;;;;
13.08.2024 15:30;;;;;;;;;;;;;;
13.08.2024 15:40;;;;;;;;;;;;;;
13.08.2024 15:50;;;;;;;;;;;;;;
13.08.2024 16:00;;;;;;;;;;;;;;
13.08.2024 16:10;;;;;;;;;;;;;;
13.08.2024 16:20;;;;;;;;;;;;;;
13.08.2024 16:30;;;;;;;;;;;;;;
13.08.2024 16:40;;;;;;;;;;;;;;
13.08.2024 16:50;;;;;;;;;;;;;;
13.08.2024 17:00;;;;;;;;;;;;;;
13.08.2024 17:10;;;;;;;;;;;;;;
13.08.2024 17:20;;;;;;;;;;;;;;
13.08.2024 17:30;;;;;;;;;;;;;;
13.08.2024 17:40;;;;;;;;;;;;;;
13.08.2024 17:50;;;;;;;;;;;;;;
13.08.2024 18:00;;;;;;;;;;;;;;
13.08.2024 18:10;;;;;;;;;;;;;;
13.08.2024 18:20;;;;;;;;;;;;;;
13.08.2024 18:30;;;;;;;;;;;;;;
13.08.2024 18:40;;;;;;;;;;;;;;
13.08.2024 18:50;;;;;;;;;;;;;;
13.08.2024 19:00;;;;;;;;;;;;;;
13.08.2024 19:10;;;;;;;;;;;;;;
13.08.2024 19:20;;;;;;;;;;;;;;
13.08.2024 19:30;;;;;;;;;;;;;;
13.08.2024 19:40;;;;;;;;;;;;;;
13.08.2024 19:50;;;;;;;;;;;;;;
13.08.2024 20:00;;;;;;;;;;;;;;
13.08.2024 20:10;;;;;;;;;;;;;;
13.08.2024 20:20;;;;;;;;;;;;;;
13.08.2024 20:30;;;;;;;;;;;;;;
13.08.2024 20:40;;;;;;;;;;;;;;
13.08.2024 20:50;;;;;;;;;;;;;;
13.08.2024 21:00;;;;;;;;;;;;;;
13.08.2024 21:10;;;;;;;;;;;;;;
13.08.2024 21:20;;;;;;;;;;;;;;
13.08.2024 21:30;;;;;;;;;;;;;;
13.08.2024 21:40;;;;;;;;;;;;;;
13.08.2024 21:50;;;;;;;;;;;;;;
13.08.2024 22:00;;;;;;;;;;;;;;
13.08.2024 22:10;;;;;;;;;;;;;;
13.08.2024 22:20;;;;;;;;;;;;;;
13.08.2024 22:30;;;;;;;;;;;;;;
13.08.2024 22:40;;;;;;;;;;;;;;
13.08.2024 22:50;;;;;;;;;;;;;;
13.08.2024 23:00;;;;;;;;;;;;;;
13.08.2024 23:10;;;;;;;;;;;;;;
13.08.2024 23:20;;;;;;;;;;;;;;
13.08.2024 23:30;;;;;;;;;;;;;;
13.08.2024 23:40;;;;;;;;;;;;;;
13.08.2024 23:50;;;;;;;;;;;;;;
